endpoint,population,age,duration,target_protocol,Cluster
C-reactive Protein,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,0 Running,0
Fasting Glucose,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,3 Running,0
HbA1c,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,3 Running,0
HDL,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,2 Running,0
LDL,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,3 Running,0
Total Cholesterol,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,3 Running,0
Triglycerides,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,3 Running,0
VO2max,Cardiac Rehabilitation,0.9807237230435317,0.6811884010827814,2 Running,0
BMI,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
Body Fat,T2D,1.861025017300681,1.474455556359349,2 Cycling,0
Body Mass,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
Fasting Glucose,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
HbA1c,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
HDL,T2D,1.861025017300681,1.474455556359349,2 Cycling,0
LDL,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
Total Cholesterol,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
Triglycerides,T2D,1.861025017300681,1.474455556359349,3 Cycling,0
Body Mass,Overweight/obese,-0.78942489111439,0.6811884010827814,2 Cycling,2
VO2max,Overweight/obese,-0.78942489111439,0.6811884010827814,2 Cycling,2
BMI,Healthy,-1.068459748860369,-0.15298233097201772,3 Cycling,2
Body Fat,Healthy,-1.068459748860369,-0.15298233097201772,1 Cycling,2
Body Mass,Healthy,-1.068459748860369,-0.15298233097201772,1 Cycling,2
Diastolic Blood Pressure,Healthy,-1.068459748860369,-0.15298233097201772,2 Cycling,2
Systolic Blood Pressure,Healthy,-1.068459748860369,-0.15298233097201772,2 Cycling,2
Body Fat,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
Body Mass,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
Diastolic Blood Pressure,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,0 Cycling,0
Fasting Glucose,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
Fasting Insulin,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
HbA1c,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
HDL,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
HOMA-IR,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,2 Cycling,0
LDL,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,3 Cycling,0
Systolic Blood Pressure,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,3 Cycling,0
Total Cholesterol,Metabolic Syndrome,0.19402197295402532,-0.15298233097201772,3 Cycling,0
BMI,T2D,1.2515155391667068,0.2702269135143011,0 Running,0
Body Fat,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Body Mass,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Diastolic Blood Pressure,T2D,1.2515155391667068,0.2702269135143011,3 Running,0
Fasting Glucose,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Flow-mediated Dilation,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
HDL,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
HOMA-IR,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
LDL,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Systolic Blood Pressure,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Total Cholesterol,T2D,1.2515155391667068,0.2702269135143011,0 Running,0
Triglycerides,T2D,1.2515155391667068,0.2702269135143011,3 Running,0
VO2max,T2D,1.2515155391667068,0.2702269135143011,2 Running,0
Diastolic Blood Pressure,Overweight/obese,0.6086246418839385,0.6811884010827814,2 Running,0
Flow-mediated Dilation,Overweight/obese,0.6086246418839385,0.6811884010827814,2 Running,0
VO2max,Overweight/obese,0.6086246418839385,0.6811884010827814,2 Running,0
BMI,Overweight/obese,-0.34180303720954314,0.6811884010827814,2 Cycling,2
Body Fat,Overweight/obese,-0.34180303720954314,0.6811884010827814,2 Cycling,2
Body Mass,Overweight/obese,-0.34180303720954314,0.6811884010827814,2 Cycling,2
BMI,Healthy,0.23055599838238808,-1.5424434011628405,3 Cycling,1
Body Fat,Healthy,0.23055599838238808,-1.5424434011628405,2 Cycling,1
Fasting Glucose,Healthy,0.23055599838238808,-1.5424434011628405,3 Cycling,1
Fasting Insulin,Healthy,0.23055599838238808,-1.5424434011628405,0 Cycling,1
HbA1c,Healthy,0.23055599838238808,-1.5424434011628405,2 Cycling,1
HDL,Healthy,0.23055599838238808,-1.5424434011628405,2 Cycling,1
LDL,Healthy,0.23055599838238808,-1.5424434011628405,0 Cycling,1
Total Cholesterol,Healthy,0.23055599838238808,-1.5424434011628405,0 Cycling,1
Triglycerides,Healthy,0.23055599838238808,-1.5424434011628405,3 Cycling,1
VO2max,Healthy,0.23055599838238808,-1.5424434011628405,2 Cycling,1
BMI,Healthy,-1.535611527138336,-0.3701366049207273,3 Cycling,2
Body Fat,Healthy,-1.535611527138336,-0.3701366049207273,2 Cycling,2
Body Mass,Healthy,-1.535611527138336,-0.3701366049207273,2 Cycling,2
C-reactive Protein,Healthy,-1.535611527138336,-0.3701366049207273,1 Cycling,2
HDL,Healthy,-1.535611527138336,-0.3701366049207273,0 Cycling,2
Total Cholesterol,Healthy,-1.535611527138336,-0.3701366049207273,0 Cycling,2
VO2max,Healthy,-1.535611527138336,-0.3701366049207273,2 Cycling,2
BMI,Healthy,-1.5773707401235406,0.6811884010827814,2 Cycling,2
Body Fat,Healthy,-1.5773707401235406,0.6811884010827814,2 Cycling,2
Body Mass,Healthy,-1.5773707401235406,0.6811884010827814,2 Cycling,2
VO2max,Healthy,-1.5773707401235406,0.6811884010827814,2 Cycling,2
VO2max,Healthy,-1.2090203180467627,-0.5917055221762885,2 Cycling,2
Body Fat,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
Body Mass,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
Diastolic Blood Pressure,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
Fasting Glucose,Metabolic Syndrome,0.8659288675704958,1.474455556359349,1 Running,0
HbA1c,Metabolic Syndrome,0.8659288675704958,1.474455556359349,1 Running,0
HDL,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
HOMA-IR,Metabolic Syndrome,0.8659288675704958,1.474455556359349,1 Running,0
Systolic Blood Pressure,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
Triglycerides,Metabolic Syndrome,0.8659288675704958,1.474455556359349,3 Running,0
VO2max,Metabolic Syndrome,0.8659288675704958,1.474455556359349,2 Running,0
BMI,Metabolic Syndrome,0.8278356461430384,1.474455556359349,0 Running,0
Body Fat,Metabolic Syndrome,0.8278356461430384,1.474455556359349,2 Running,0
Body Mass,Metabolic Syndrome,0.8278356461430384,1.474455556359349,0 Running,0
Diastolic Blood Pressure,Metabolic Syndrome,0.8278356461430384,1.474455556359349,2 Running,0
Fasting Glucose,Metabolic Syndrome,0.8278356461430384,1.474455556359349,3 Running,0
HDL,Metabolic Syndrome,0.8278356461430384,1.474455556359349,2 Running,0
LDL,Metabolic Syndrome,0.8278356461430384,1.474455556359349,3 Running,0
Systolic Blood Pressure,Metabolic Syndrome,0.8278356461430384,1.474455556359349,2 Running,0
Total Cholesterol,Metabolic Syndrome,0.8278356461430384,1.474455556359349,3 Running,0
Triglycerides,Metabolic Syndrome,0.8278356461430384,1.474455556359349,3 Running,0
VO2max,Metabolic Syndrome,0.8278356461430384,1.474455556359349,2 Running,0
BMI,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,3 Cycling,1
Body Mass,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,2 Cycling,1
Fasting Glucose,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,3 Cycling,1
Fasting Insulin,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,0 Cycling,1
HOMA-IR,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,3 Cycling,1
VO2max,Metabolic Syndrome,0.5262631421190631,-1.5424434011628405,2 Cycling,1
Body Mass,Cardiac Rehabilitation,1.2983405447871657,0.2702269135143011,1 Running,0
Diastolic Blood Pressure,Cardiac Rehabilitation,1.2983405447871657,0.2702269135143011,3 Running,0
Systolic Blood Pressure,Cardiac Rehabilitation,1.2983405447871657,0.2702269135143011,2 Running,0
VO2max,Cardiac Rehabilitation,1.2983405447871657,0.2702269135143011,2 Running,0
BMI,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
Body Fat,Healthy,-1.3219158863842422,-0.15298233097201772,1 Running,2
Body Mass,Healthy,-1.3219158863842422,-0.15298233097201772,2 Running,2
Fasting Glucose,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
Fasting Insulin,Healthy,-1.3219158863842422,-0.15298233097201772,1 Running,2
HDL,Healthy,-1.3219158863842422,-0.15298233097201772,2 Running,2
HOMA-IR,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
LDL,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
Total Cholesterol,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
Triglycerides,Healthy,-1.3219158863842422,-0.15298233097201772,3 Running,2
VO2max,Healthy,-1.3219158863842422,-0.15298233097201772,2 Running,2
BMI,Overweight/obese,-0.6718318419522028,-0.15298233097201772,3 Cycling,2
Body Fat,Overweight/obese,-0.6718318419522028,-0.15298233097201772,0 Cycling,2
Body Mass,Overweight/obese,-0.6718318419522028,-0.15298233097201772,3 Cycling,2
C-reactive Protein,Overweight/obese,-0.6718318419522028,-0.15298233097201772,3 Cycling,2
Fasting Glucose,Overweight/obese,-0.6718318419522028,-0.15298233097201772,0 Cycling,2
Fasting Insulin,Overweight/obese,-0.6718318419522028,-0.15298233097201772,2 Cycling,2
Flow-mediated Dilation,Overweight/obese,-0.6718318419522028,-0.15298233097201772,0 Cycling,2
HDL,Overweight/obese,-0.6718318419522028,-0.15298233097201772,0 Cycling,2
HOMA-IR,Overweight/obese,-0.6718318419522028,-0.15298233097201772,2 Cycling,2
LDL,Overweight/obese,-0.6718318419522028,-0.15298233097201772,3 Cycling,2
Total Cholesterol,Overweight/obese,-0.6718318419522028,-0.15298233097201772,3 Cycling,2
VO2max,Overweight/obese,-0.6718318419522028,-0.15298233097201772,2 Cycling,2
Body Mass,Healthy,-1.5773707401235406,-0.5917055221762885,3 Cycling,2
BMI,Healthy,-1.5475773775322987,-0.5917055221762885,3 Cycling,2
Body Mass,Healthy,-1.5475773775322987,-0.5917055221762885,3 Cycling,2
BMI,T2D,0.3039145239045427,-1.5424434011628405,3 Cycling,1
Body Fat,T2D,0.3039145239045427,-1.5424434011628405,2 Cycling,1
Body Mass,T2D,0.3039145239045427,-1.5424434011628405,2 Cycling,1
Fasting Glucose,T2D,0.3039145239045427,-1.5424434011628405,3 Cycling,1
Fasting Insulin,T2D,0.3039145239045427,-1.5424434011628405,3 Cycling,1
HbA1c,T2D,0.3039145239045427,-1.5424434011628405,2 Cycling,1
VO2max,T2D,0.3039145239045427,-1.5424434011628405,2 Cycling,1
BMI,Overweight/obese,-0.4322327958856602,-1.5424434011628405,3 Cycling,1
Body Fat,Overweight/obese,-0.4322327958856602,-1.5424434011628405,0 Cycling,1
Diastolic Blood Pressure,Overweight/obese,-0.4322327958856602,-1.5424434011628405,2 Cycling,1
Fasting Glucose,Overweight/obese,-0.4322327958856602,-1.5424434011628405,3 Cycling,1
Fasting Insulin,Overweight/obese,-0.4322327958856602,-1.5424434011628405,3 Cycling,1
HOMA-IR,Overweight/obese,-0.4322327958856602,-1.5424434011628405,3 Cycling,1
Systolic Blood Pressure,Overweight/obese,-0.4322327958856602,-1.5424434011628405,0 Cycling,1
VO2max,Overweight/obese,-0.4322327958856602,-1.5424434011628405,1 Cycling,1
BMI,Metabolic Syndrome,0.6537335472660373,1.474455556359349,2 Running,0
Body Mass,Metabolic Syndrome,0.6537335472660373,1.474455556359349,2 Running,0
Diastolic Blood Pressure,Metabolic Syndrome,0.6537335472660373,1.474455556359349,2 Running,0
Fasting Glucose,Metabolic Syndrome,0.6537335472660373,1.474455556359349,3 Running,0
Fasting Insulin,Metabolic Syndrome,0.6537335472660373,1.474455556359349,3 Running,0
HDL,Metabolic Syndrome,0.6537335472660373,1.474455556359349,2 Running,0
Triglycerides,Metabolic Syndrome,0.6537335472660373,1.474455556359349,3 Running,0
Body Fat,Healthy,-1.535611527138336,1.2792531846363995,0 Cycling,2
Body Mass,Healthy,-1.535611527138336,1.2792531846363995,0 Cycling,2
Fasting Glucose,Healthy,-1.535611527138336,1.2792531846363995,3 Cycling,2
Fasting Insulin,Healthy,-1.535611527138336,1.2792531846363995,2 Cycling,2
HOMA-IR,Healthy,-1.535611527138336,1.2792531846363995,0 Cycling,2
BMI,Overweight/obese,-0.0946641625138481,-1.0513434085240798,3 Running,1
Body Fat,Overweight/obese,-0.0946641625138481,-1.0513434085240798,3 Running,1
Body Mass,Overweight/obese,-0.0946641625138481,-1.0513434085240798,1 Running,1
Fasting Insulin,Overweight/obese,-0.0946641625138481,-1.0513434085240798,1 Running,1
HDL,Overweight/obese,-0.0946641625138481,-1.0513434085240798,0 Running,1
HOMA-IR,Overweight/obese,-0.0946641625138481,-1.0513434085240798,1 Running,1
LDL,Overweight/obese,-0.0946641625138481,-1.0513434085240798,2 Running,1
Total Cholesterol,Overweight/obese,-0.0946641625138481,-1.0513434085240798,2 Running,1
VO2max,Overweight/obese,-0.0946641625138481,-1.0513434085240798,2 Running,1
Body Mass,Overweight/obese,-1.4389112804164368,0.6811884010827814,2 Cycling,2
Fasting Glucose,Overweight/obese,-1.4389112804164368,0.6811884010827814,2 Cycling,2
Fasting Insulin,Overweight/obese,-1.4389112804164368,0.6811884010827814,2 Cycling,2
HDL,Overweight/obese,-1.4389112804164368,0.6811884010827814,3 Cycling,2
LDL,Overweight/obese,-1.4389112804164368,0.6811884010827814,2 Cycling,2
